frame_number,tracking_id,car_x1,car_y1,car_x2,car_y2,detected_color,lp_x1,lp_y1,lp_x2,lp_y2,lp_num,lg_x1,lg_y1,lg_x2,lg_y2,lg_name
5,1,768.6185882405399,525.7894296311531,897.4344584402573,770.3692975192137,darkslategray,781.8811509923099,625.5596933030281,799.2080447987674,650.7160882615242,,,,,,
6,6,656.5424106963798,561.289607171876,754.0369794360671,649.1003827440218,black,,,,,,719.0718601592704,641.0246764467784,723.1332691558524,648.6314650820323,lincoln
6,4,824.657173647438,441.85460055104613,1495.5386660822242,940.2210483232698,black,1124.0013203759536,679.6168075822961,1248.5262532372817,751.3385177873743,8EPH839,1162.022896303688,639.3743912004602,1215.6693196435317,686.5007034563196,Honda
6,3,827.6476793645307,439.27402298901734,1496.9503327054294,937.9526287687813,black,1124.7058458684369,679.8460902497595,1247.3619127629681,750.2872371003455,8EPH839,1162.3252306340619,637.8363856599158,1216.28375724539,685.9150752351111,Honda
6,2,1455.7786259337931,470.95920378636225,1905.8673074868725,1020.7326646620884,black,,,,,,,,,,
6,1,769.032156140191,526.1399604802094,897.7855087736885,770.48311247256,darkslategray,781.3168078964776,624.8086769108735,798.4352037018365,650.4652397160493,,,,,,
7,7,769.9590266410343,528.1852531936083,897.9125204267697,774.678457758509,darkslategray,782.5544932548038,625.5739937331591,799.2577460471622,650.5162849929247,,,,,,
7,6,655.3174483357675,561.4958762184365,752.5949413500443,649.0832167524295,darkslategray,,,,,,,,,,
7,5,1456.8952985367034,471.100655024168,1905.6078595301462,1020.3094351551772,black,,,,,,,,,,
7,4,824.4382434971099,442.15884209120145,1495.5548004472844,942.0015553786211,black,1123.797923672891,679.1829509779202,1248.170238126016,749.8751201673733,BEPH839,1161.0473438389067,638.2316722913968,1216.4817920810942,686.6998882337796,Honda
7,3,827.1686816804211,439.50677094296816,1496.7031544415265,939.4085189008797,black,1124.0098071687023,680.2939413531244,1246.848582803468,751.1141928179682,BEPH839,1161.102489053468,637.8617514117182,1216.017558633546,686.8340414507807,Honda
7,2,1456.7251493573829,470.75494199681737,1906.029397245066,1021.0049260251259,black,,,,,,,,,,
7,1,769.2855073237511,526.1495794093998,898.0760719237107,770.4543321371523,darkslategray,,,,,,,,,,
8,7,769.7650284774746,527.9618260272397,897.9348957314752,774.2355519119582,darkslategray,781.8881402023281,625.99095505556,799.2765336044278,651.0444599994076,,,,,,
8,6,653.8643436734036,562.4428390617347,751.0122772493331,649.6381206198782,darkslategray,,,,,,,,,,
8,4,824.9452781505819,441.2973093245462,1495.5389035709536,940.5315413829005,black,1124.1513023205039,679.0453867171243,1248.7973594494101,750.7819589827493,8EPH839,1162.3605308361289,638.8976663802102,1215.8832053966757,685.936438963218,Honda
8,3,827.3565133098483,438.95586933347136,1496.8801787827174,938.8745799436572,black,1124.2048104289888,679.605939523901,1247.9164498332857,750.5418983862057,8EPH839,1161.9064095500826,638.5702644750729,1216.0038826946138,686.7955147192135,Honda
8,2,1457.2564201386776,470.71034992958636,1905.7713871738151,1021.1674371314361,black,,,,,,,,,,
8,1,769.2292837825119,526.0281520808487,898.104663560639,770.3082416280477,darkslategray,,,,,,,,,,
9,7,769.5387246408475,528.1192614605617,897.5714202524578,773.9532020345151,darkslategray,781.9754226007474,625.1065203716945,798.9056107797635,650.635336594839,,,,,,
9,6,652.3480534947801,562.9338440546204,749.4765603375088,649.8423369518556,darkslategray,,,,,,,,,,
9,4,824.9769225157638,440.6844172777794,1495.2347723626767,938.8050374352454,black,1124.5673460997482,679.0597377123497,1248.139825347795,750.8260493578575,8EPH839,1162.0864195860763,638.8181910814903,1216.4111571349044,686.5611262621544,Honda
9,3,827.3058938947853,438.4848716608692,1496.6855049263545,937.8586331569463,black,1124.2707681623633,679.1500175348926,1247.8177347150977,749.9406516901661,8EPH839,1161.9314126936133,638.0841148249317,1215.9026651350196,686.2635581843067,Honda
9,2,1458.3750912197709,470.7183431642104,1905.8085576056221,1021.2795558028756,black,,,,,,,,,,
9,1,769.1142370845671,526.2067786080946,897.7716163651492,770.262669590492,darkslategray,781.4049189235564,625.0269995553602,798.461597695529,650.6541968209852,,,,,,
10,7,769.5806153778481,528.1780480423263,897.4976546455682,773.6540014412742,darkslategray,782.2370646957802,625.171997932463,798.9540532593178,650.5530709305099,,,,,,
10,6,649.158799725769,563.4082723364735,746.9337216669388,649.7372362266304,darkslategray,,,,,,,,,,
10,4,825.286775749353,440.7693606280732,1495.6654819683079,938.4777531866857,black,1123.8649923020873,678.9249087237763,1247.0607930833373,752.2857790851044,8EPH839,1160.3262044602905,638.2188082599091,1215.4411946946655,686.7316714190888,Honda
10,3,827.5526001257348,438.47397365809707,1497.2567053229918,937.6799542574854,black,1123.93565676636,677.6884359383705,1248.483264188235,750.6071218514564,8EPH839,1162.242572049563,637.1279958748939,1216.5139343542505,685.7329153084877,Honda
10,2,1459.1366014834512,471.0309219577117,1905.7534147960814,1022.1894167754928,black,,,,,,,,,,
10,1,769.1351681314243,526.2402198016377,897.6609673658406,770.1783832724107,darkslategray,781.4751148782505,625.0981299578877,798.4997196756137,650.6140677630635,,,,,,
11,7,769.5235018584702,528.2105173238509,897.3940849902975,773.4122810375928,darkslategray,782.018048748729,625.1926645406478,798.8713488433335,650.6812891134017,,,,,,
11,6,647.442468279068,563.5666888706185,745.0210862798642,648.9409064294027,black,,,,,,,,,,
11,4,825.3644474311222,440.7274297848704,1495.6295586832362,937.8789878562735,black,1123.8893802924504,677.8545507565501,1247.1362980170597,751.1796392575267,8EPH839,1160.4261844916691,637.1446355954173,1215.4946964545597,685.4969457760814,Honda
11,3,827.5061442195126,438.4303232713272,1497.1977398610964,937.3672514745955,black,1123.8928019343564,677.6521250291397,1248.4116312800595,750.5658518357803,8EPH839,1162.1918741999814,637.1000010057022,1216.4731547175595,685.6650492234756,Honda
11,2,1460.2645399391438,471.1572099382021,1905.8430891237356,1022.7310751900565,black,,,,,,,,,,
11,1,769.1279138625226,526.3507229040365,897.510211528143,770.1499531592508,darkslategray,781.4157423079572,625.2354885290365,798.4578680098615,650.7844234655599,,,,,,
12,7,769.4560238188792,528.0746247085269,897.370641027685,773.0325361741604,darkslategray,781.951040870576,625.0549713882144,798.805228835969,650.5489899429019,,,,,,
12,6,645.3001725667013,563.7411431042531,743.2656498956071,648.2316604077,black,,,,,,,,,,
12,4,825.6836262783986,440.8749471606777,1495.97307360401,937.9052553839033,black,1124.2061482510549,677.9931569995449,1247.458376034258,751.3321004809902,8EPH839,1160.750856503008,637.304710954623,1215.8115864834767,685.6309896411465,Honda
12,3,827.662206757624,438.50951888031,1497.4455505667565,937.4182962905434,black,1124.0619565134834,677.7328159994506,1248.5556088572334,750.6410496420287,8EPH839,1162.3499814158272,637.1833012289428,1216.6340085154366,685.7425358480834,Honda
12,2,1460.5886225830288,471.5081907494375,1905.6067527623693,1023.5321766402287,black,,,,,,,,,,
12,1,769.150262618865,526.3908079204709,897.4071281161872,770.0701505793688,darkslategray,781.4379279859915,625.2711256084592,798.481618667449,650.8343961773069,,,,,,
13,7,769.3624277340139,527.9372260119555,897.4722658879498,772.7000251310631,darkslategray,782.2162094341481,626.1434256579516,798.5656137691701,650.6408545519946,,,,,,
13,6,637.7321197764028,562.8733751001814,739.1289112026749,648.1749886662394,black,,,,,,665.9443638102163,637.8451539698103,671.8898041025747,646.6396714869002,ram
13,4,825.6209157690555,440.76549633425054,1495.9104720650466,937.4192858944097,black,1124.139592526868,677.9278040735084,1247.3972219213993,751.1984492151099,8EPH839,1160.6824697241336,637.1638575403052,1215.7419484838993,685.5607386438209,Honda
13,3,827.6364924957365,438.4578864793069,1497.3758437627807,937.1675152271765,black,1124.0165584137053,677.7164314011819,1248.5625484039397,750.5957038621194,8EPH839,1162.2998225738615,637.1409461716897,1216.5710628082365,685.7042854050882,Honda
13,2,1461.0108237346687,471.9362294089508,1905.5297840501569,1024.7041176177459,black,,,,,,,,,,
13,1,769.2079935073731,526.2381066480898,897.4223602392705,769.9105738004321,darkslategray,,,,,,,,,,
14,7,769.3242245861903,528.0144952911945,897.6123213777649,772.502595960815,darkslategray,781.7914467999354,625.1466135162922,798.7564431378261,650.4410699982258,,,,,,
14,6,631.3626780052847,561.7847578501658,735.8543186407061,647.880072258084,black,,,,,,,,,,
14,4,825.8267814254554,440.90209201544485,1496.3195145303453,937.5192720416699,black,1124.2462455367836,680.0540390369292,1247.4041129684242,752.2918625232574,BEPH839,1162.4671622848305,638.6519699451324,1216.9024039840492,686.7037277576324,Honda
14,3,827.733985792061,438.47578052453287,1497.6794428003977,937.1309669214095,black,1124.0908583506548,677.6886558907438,1248.653144727608,750.6489982979704,8EPH839,1162.3951796397173,637.1613426583219,1216.6376112803423,685.7558250801969,Honda
14,2,1460.9231330907567,472.16535708791446,1905.2964458516415,1025.6113569379067,black,,,,,,,,,,
14,1,769.2920222090341,526.2526151056111,897.4130587596293,769.834341172744,darkslategray,,,,,,,,,,
15,7,769.1886513294107,528.0727632498387,897.551451476698,772.3162289706437,darkslategray,781.6162426532633,625.2389772390965,798.6139214099771,650.5852373098973,,,,,,
15,6,627.20380893913,561.3732956109512,734.6148777965258,647.7842137373572,black,,,,,,,,,,
15,4,825.7453127339163,441.41636520227905,1496.9310559061569,938.8702589042642,black,1124.0957766011038,679.319929655404,1247.8142214253226,751.3696427901697,8EPH839,1162.4011354878226,638.9625535567712,1216.8041811421194,686.114119108529,Honda
15,3,827.6867595490198,438.7903146911214,1498.1114666993476,937.922720663511,black,1123.8379741486292,679.0242319274496,1248.7897868927698,751.9957895446371,8EPH839,1162.1498943146448,638.6443948913168,1216.6432414826136,686.575593011434,Honda
15,2,1460.5914212409841,472.27918015760525,1905.1099377105604,1026.882514521639,black,,,,,,,,,,
15,1,768.762636183632,526.0944022056843,896.8804112745603,769.7328481569829,darkslategray,,,,,,,,,,
16,6,625.0776761480402,561.8442881020226,734.688798999266,648.1097214395936,black,,,,,,658.4141629644464,636.271152726046,664.7240422674249,646.8139307411827,ram
16,4,824.4423835106912,441.8773985841321,1497.0449064321342,940.8464785677768,black,1123.231384975535,678.8360777833509,1248.554352504832,749.994799707179,8EPH839,1161.2844245263163,638.37857351089,1217.1797492333476,686.420580957179,Honda
16,3,826.9505849989455,438.98732126973584,1498.2507627728778,938.9276475044629,black,1124.1003042372267,679.1785596730562,1248.681419959883,751.7809614064546,8EPH839,1162.7202078016799,638.5831312062593,1216.844048133711,686.850648296103,Honda
16,2,1460.2428432347715,472.1368302387408,1904.9963395946097,1027.7768739353278,black,,,,,,,,,,
16,1,769.2961312039296,526.0262773888721,897.7535425567982,769.6394710473978,darkslategray,,,,,,,,,,
17,6,622.7355322869961,561.7360945352146,733.6658902822063,648.3114103522495,black,,,,,,656.4639143975918,635.0228224404881,662.9422392877285,646.4920225747654,lincoln
17,4,823.8500072122231,442.0159773398324,1497.5755048359504,942.4111682665178,black,1124.0454112649575,678.1077894736214,1248.513093149723,748.8102583456918,8EPH839,1161.5300609231606,637.116227583973,1216.980347788395,685.6923842001839,Honda
17,3,826.618429514272,439.0803551709155,1498.6294377047193,939.8104786781828,black,1123.8861907447408,678.5986504590014,1248.357687326772,750.5596642529467,8EPH839,1162.5489104713033,637.4838280713061,1216.312521311147,686.0691857373217,Honda
17,2,1460.142441983973,471.79409988014163,1905.0060081908985,1028.0327786866976,black,,,,,,,,,,
17,1,768.8293274407615,525.8689229405985,897.501858529477,769.4432043508672,darkslategray,,,,,,,,,,
18,6,619.5461151820415,561.5111257290062,731.3317647674215,648.1711828387049,darkslategray,,,,,,654.2046387416118,636.2358876918968,660.4078018885845,646.2030507778343,ram
18,4,823.0482964396867,441.95777512124744,1497.2921721064988,943.6456134717636,black,1123.3716606974992,679.2163505607006,1247.5939507365617,749.7036857657787,8EPH839,1160.5942253947649,638.0566673331615,1216.3492913127336,686.8101768546459,Honda
18,3,826.0026882424868,439.0538993887667,1498.0996423632937,940.5359357100174,black,1123.208803965143,678.690435033298,1248.4850185647524,749.9510551504854,8EPH839,1161.0392483010805,637.795674901462,1215.7193630471743,686.275884252048,Honda
18,2,1459.723750049077,471.4278630383806,1904.8574269006058,1027.4746437703316,black,,,,,,,,,,
18,1,769.027095824553,526.1512104381565,897.7223696438193,769.5374901388233,darkslategray,,,,,,,,,,
19,6,616.4374136751638,561.9750122478188,728.1258469511871,648.1542213166492,black,,,,,,,,,,
19,4,822.7835679797345,442.05995383158097,1498.0462334653853,945.3424549128761,black,1124.2734971789532,679.4761678208388,1248.1896043566876,749.293108128456,8EPH839,1161.1185899523907,637.7713643540419,1217.4540391711407,686.7025014390028,Honda
19,3,826.0106797004205,439.269839441726,1498.8002686640343,941.9397181109864,black,1122.9624314094049,678.8055297493431,1248.6841721320611,750.4482757210228,8EPH839,1161.0958542609674,638.0540191292259,1215.6888108039361,686.5106689094994,Honda
19,2,1458.9016896461558,471.1754106851887,1904.609500326796,1027.0045172747937,black,,,,,,,,,,
19,1,768.4909955881147,526.0488183785774,897.3023604267031,769.4968997398571,darkslategray,782.1611787698774,625.0671594430305,798.9046003244429,650.6455972482063,,,,,,
20,6,613.4225469537294,562.8391107405378,724.6472831177696,648.1263789669933,black,,,,,,,,,,
20,4,822.317676647778,441.95608959453887,1497.343736758168,946.4881228531309,black,1122.7003670774654,681.270817377742,1247.5090218626217,751.2171979929764,8EPH839,1160.2984810911373,638.2902112986404,1217.340168102856,687.7128187205154,Honda
20,3,825.614813448547,439.2561996986101,1497.9959569843345,942.7743914303876,black,1124.5122133508908,679.2673233558367,1248.6867128626095,749.7281845618913,8EPH839,1161.4860597864376,638.0019882728288,1217.3272768274533,687.3984726478288,Honda
20,2,1458.4303751431012,471.032392679783,1904.563634035193,1026.2428968900201,black,,,,,,,,,,
20,1,768.2510599676167,526.2000145139006,897.1582213099467,769.5112162494428,darkslategray,,,,,,,,,,
21,6,610.4344909047599,562.869874708557,720.7939650253442,648.2105682062519,black,,,,,,,,,,
21,4,822.5535661480512,441.71359442679255,1497.4686972343093,947.3210829626134,black,1122.7599565289106,680.8965167900737,1247.857978989848,751.0105609795269,8EPH839,1160.5141374371137,638.1194019219097,1217.46732347227,687.2521991631206,Honda
21,3,825.8560690332024,439.13992091425035,1498.1169802868417,943.4972913957517,black,1124.504140322265,679.07368251093,1249.04344696289,749.8406045080003,8EPH839,1161.4974569726555,637.4119851232347,1216.932851259765,687.1948678136644,Honda
21,2,1458.0741552472928,472.08454123991953,1904.507223636856,1026.7796856485688,black,,,,,,,,,,
21,1,768.1528705813641,526.3020947458267,897.0007487035484,769.4501523817626,darkslategray,,,,,,,,,,
22,6,607.3799027191914,563.0048134087685,717.9621405055447,648.4138462259768,black,,,,,,,,,,
22,4,822.162898128057,442.16404285365826,1497.3744721656467,949.8535746500415,black,1123.758845393682,678.5358842843223,1247.5075941729788,748.8520921700645,8EPH839,1160.3438673663381,636.4120592110801,1219.0190382647756,686.5051530831504,Honda
22,3,825.7530970764676,439.51877348345505,1497.908513205626,945.3841323683314,black,1125.7755885315457,680.4638723604082,1249.1184840393582,748.8687490693926,8EPH839,1161.8985438538114,638.6057180635332,1217.1635279846707,687.9305319063067,Honda
22,2,1458.2152871618998,471.411634061894,1904.733776755201,1025.4281055086753,black,,,,,,,,,,
22,1,768.1143267924622,526.3869136447058,896.8756992036888,769.4147597305978,darkslategray,,,,,,,,,,
23,6,604.264190454524,563.0786761198702,715.255549801367,648.2921106808463,black,,,,,,,,,,
23,4,821.911630094239,442.09611387738164,1497.0946889948816,951.5037435048794,black,1125.3281950356452,680.3033892680066,1248.4672026040046,749.7055193949598,8EPH839,1161.779336393067,637.7345110941785,1219.2179045083014,687.2257983256238,Honda
23,3,825.5634867329607,439.51476482515807,1497.5047926886953,946.7394759708931,black,1124.969065346242,680.6564579403924,1247.9478861470232,749.6571598446893,8EPH839,1161.1367289204607,638.1026096737909,1216.3432413716325,687.7509861386346,Honda
23,2,1457.6524675916687,471.8295674875084,1904.5088527512187,1024.988008728546,black,,,,,,,,,,
23,1,768.1554785483629,526.4794109971808,896.8112489633695,769.3892080712167,darkslategray,,,,,,,,,,
24,6,600.3140848278941,563.1134558503319,712.0983454561368,648.0028257791067,black,,,,,,694.6282404065074,626.8214979951073,702.6843088269176,636.5241919343163,ram
24,4,821.6942438512006,441.9071809256193,1497.1759574352568,952.8164626790199,black,1125.1517633824506,681.1819306814787,1248.2101129918256,750.5535127127287,8EPH839,1161.3711847691693,638.0887910330412,1216.981475296513,688.9123078787443,Honda
24,3,825.3908195512447,439.51967642415195,1497.4920055206933,948.184811332303,black,1123.747356416479,679.881263948566,1247.2796440141353,749.2228319417301,8EPH839,1161.1429252641353,637.2082903157535,1216.1942253129635,686.4033891927066,Honda
24,2,1457.470114855112,471.91639716214695,1904.6225216329283,1024.9780119917234,black,,,,,,,,,,
24,1,768.2646973890393,526.4907489438052,896.9070918732187,769.3298787877214,darkslategray,,,,,,,,,,
25,6,597.8116075925742,563.508077387771,710.749100835909,647.9145415417261,black,,,,,,,,,,
25,4,821.5954470819022,441.6614264814674,1496.9614802240378,953.8416425566903,black,1125.117877501824,680.9062232343971,1248.1234011834647,749.0424689619362,8EPH839,1161.1142459100272,637.6894568769752,1217.5118289178397,687.1359900801002,Honda
25,3,825.1752653649651,439.4229381423214,1497.0575541443804,949.4229702685471,black,1124.210421614965,680.1269939284542,1247.75607591184,750.2212779860714,8EPH839,1160.9256926110588,638.1554515700558,1216.0478849938713,687.4104106765011,Honda
25,2,1457.5201357416086,472.1890727835552,1904.8119123149527,1025.834065696696,black,,,,,,,,,,
25,1,768.333989901095,526.5163165360225,896.9941472519538,769.2605477963248,darkslategray,,,,,,,,,,
26,6,594.0302479654115,564.8140535957378,708.155546514548,648.2292700415818,black,,,,,,632.3168805032533,636.1145296699566,639.6672223001283,646.9842424995464,ram
26,4,820.3023884596757,441.1467169249305,1496.2164794033254,954.9598759398654,black,1124.9273579420976,681.0979498350868,1247.4088337721757,748.9963262999305,8EPH839,1160.6401570143632,637.7017248595008,1217.5053913893632,687.3985327208289,Honda
26,3,824.3898617440645,440.24687370746466,1496.737416324469,952.8114167258541,black,1122.3767391854708,680.7258928725037,1247.391692798752,750.5348680922302,8EPH839,1161.006194751877,637.7546404310974,1218.294524830002,687.7782915541443,Honda
26,2,1457.607087120096,472.2668426047026,1904.9319501493019,1026.1018387307574,black,,,,,,,,,,
26,1,768.2372265849415,526.5241092691145,897.0127202516217,769.2482658604791,darkslategray,,,,,,,,,,
27,6,590.6454399306768,565.6040522780834,705.2217393466991,648.23081614748,darkslategray,,,,,,,,,,
27,4,819.7513693720011,440.47878109338507,1495.7898442390233,955.1558155392065,black,1125.5767477899699,681.6014007222914,1247.7194479852824,749.6063750875257,8EPH839,1161.118526354423,638.1304229390882,1217.1741598993449,686.8759978902601,Honda
27,3,824.0418968590571,439.8001648531197,1496.4786811257982,953.7471244640269,black,1122.0366173180414,681.3392426119087,1247.0367088707758,751.1309753999947,8EPH839,1160.7003746422602,638.391076718354,1217.9335899742914,688.351022397065,Honda
27,2,1457.3008330654488,471.7788503356804,1904.837022099487,1025.438331102397,black,,,,,,,,,,
27,1,768.174774056345,526.488927124911,896.921719524547,769.2040976353642,darkslategray,,,,,,,,,,
28,6,587.1942750525133,565.8371980825883,701.5344686312313,647.5668878653333,black,,,,,,,,,,
28,4,819.2787220189975,440.4293476993758,1495.729191594016,956.4222081108535,black,1124.3186695287632,679.6563984806257,1247.7237903783725,749.4008747989851,8EPH839,1160.9808094213413,637.5681721622664,1216.5680896947788,685.5840870792586,Honda
28,3,823.8965062541356,439.5817879786567,1496.48464612196,954.9688352717237,black,1124.0900792521825,680.4416207423285,1248.241599027573,750.6803902735785,8EPH839,1161.677603666245,638.0354165186957,1219.4731053752294,687.5227212061957,Honda
28,2,1457.2395807430948,472.13257971877994,1904.8858741469653,1026.0893286124563,darkslategray,,,,,,,,,,
28,1,768.1479834677715,526.4071918011526,896.8942026231531,769.2259612455197,darkslategray,,,,,,,,,,
29,6,582.5707193062046,565.8364116280276,697.9139199192707,647.1278430203871,black,,,,,,,,,,
29,4,818.3642897883118,443.9650236667841,1495.7346183896984,966.6558725563756,black,1123.596009759015,679.1955229343622,1247.7868056574525,750.3372770847528,8EPH839,1161.052522210187,639.1814238132685,1216.5192275324525,685.6168943943231,Honda
29,2,1457.47802799129,471.9443903473301,1905.0135583781605,1025.8802054629082,darkslategray,,,,,,,,,,
29,1,768.0519257602148,526.3357065474804,896.8479850517829,769.3561780452865,darkslategray,,,,,,,,,,
30,6,578.4008681219952,565.6401791983824,695.1760055225016,646.6326807858802,darkslategray,,,,,,,,,,
30,4,819.4069554219844,443.6243122215191,1496.4110510212754,971.4521961898954,black,1122.840427101672,679.7914722556989,1248.4977452169064,751.3233173484723,8EPH839,1162.0447117696408,638.7751148338239,1216.1088902364377,685.4865406150739,Honda
30,2,1457.229942663953,471.8513392723637,1904.8282245574392,1025.6181757046254,darkslategray,,,,,,,,,,
30,1,768.061892925149,526.2446721639419,896.8761984558631,769.4711614146545,darkslategray,,,,,,,,,,
31,8,1455.3439304134104,472.2574608352655,1905.2912594245158,1025.864720860714,darkslategray,,,,,,,,,,
31,6,575.2822385438817,565.9323658663016,692.646495074948,646.8337187436,dimgray,,,,,,,,,,
31,4,818.3371810915368,441.9817811363032,1495.408582487611,971.7219144023386,black,1122.0469589235681,679.7193909995844,1248.7236251833338,751.8638917320063,8EPH839,1162.0606918337244,639.3394776695063,1215.851860046615,685.265899788647,Honda
31,2,1457.1689345697932,471.0070271838659,1904.8279352378281,1023.7952255409989,black,,,,,,,,,,
31,1,768.0636259834806,526.2477217052643,896.91293729904,769.63264564552,darkslategray,,,,,,,,,,
32,8,1456.1916445592567,472.34258409652193,1905.2770336029564,1025.4255151760274,black,,,,,,,,,,
32,6,570.8191442099799,566.8526650446212,689.4499702361393,646.7520126100216,darkslategray,,,,,,,,,,
32,4,818.0549403912828,441.67312549004316,1494.9740595674398,974.1164744370034,black,1122.1705409772203,677.6857292498088,1249.382638145189,749.5103752459025,8EPH839,1161.6178981549547,638.7182915056682,1216.3346645123765,684.7779228533244,Honda
32,2,1456.6703086118036,470.9971232794584,1904.826162342089,1023.1204048963162,black,,,,,,,,,,
32,1,768.109456274573,526.299487462785,896.9036252776662,769.7983926646996,darkslategray,,,,,,,,,,
33,8,1456.2404410896931,472.28647660651757,1904.9986066407412,1024.6129080586866,black,,,,,,,,,,
33,6,567.3343997998115,567.1941441778754,686.5367571641868,646.6374213980791,darkslategray,,,,,,,,,,
33,4,818.0011235118221,440.9470860200128,1494.4659272834883,975.1816226016167,black,1122.1095829844785,677.9941441254816,1249.4427433848691,749.8467137055598,8EPH839,1161.4225712657285,638.9757115082941,1216.3624211192441,685.2037998872004,Honda
33,2,1456.0747424992717,471.0493663264564,1904.7791494104079,1022.2552229511533,black,,,,,,,,,,
