frame_number,tracking_id,car_x1,car_y1,car_x2,car_y2,lp_x1,lp_y1,lp_x2,lp_y2,lg_x1,lg_y1,lg_x2,lg_y2,lg_name
105,5,1402.9804575379208,529.3578998742723,1890.2632016594084,903.6521702911189,1683.0876047547176,669.9439747033739,1762.2283518250301,720.8833820520067,1704.9470102722958,638.2955448327684,1747.8283274109676,659.2738849816942,ford
105,2,829.685175009161,440.21039920594023,1498.1981432687153,962.4675565577764,1126.9091129974422,681.0520282342605,1251.3906803802547,752.612681920784,1164.6294193939266,639.2185626580887,1219.4842167572078,687.0258899285965,Honda
106,5,1401.354278907335,531.0894044333462,1885.6196615894896,902.7713099942401,1675.89114414171,669.7849915915493,1755.5883487315537,718.8719514304165,1697.7096561046005,637.4071763449673,1741.286896094835,658.0436967307095,ford
106,2,829.3681349065647,439.8410558799332,1498.8962805787428,962.6313649080059,1127.6450514104708,681.2336340049333,1251.327454974924,752.5288610557145,1164.3862013128146,639.8101263145036,1220.4456800725802,688.3698797324723,Honda
107,5,1401.133060043584,532.1212634410299,1881.2727029470338,900.436281578661,1671.3788486178028,671.057069715444,1750.8820224459278,718.8152942027486,1691.017093246709,636.3918628062643,1735.775394027959,658.0973910655416,ford
107,2,829.2407063106948,439.79374933600104,1499.7800715116896,963.2699607278456,1126.5661152462417,680.965380195376,1251.6840351681167,753.1203179395167,1164.809584484523,638.9320702588526,1220.937758312648,687.3790459668604,Honda
108,5,1400.5915913396175,532.5367615530611,1875.984634711147,898.7174885766719,1667.68253372243,671.8989594290376,1744.968910675555,717.7318451712251,1686.8450398259456,637.2978241751314,1730.5495686345394,658.9156906912447,ford
108,2,828.4757195820466,440.1165220839899,1500.3692515233151,965.0307253263793,1128.236797462906,680.9370176894586,1252.4141656269685,751.8444273574273,1164.6627618183747,639.3884794814508,1220.5379144062654,687.3361876113336,Honda
109,5,1399.741241923922,531.9659469571995,1870.4112571094,896.9723434499901,1662.2259526172813,670.8347366300511,1740.603577129,718.1046646085667,1681.5140995899376,637.8268707242894,1725.6102299610313,658.6536453214574,ford
109,2,827.1789748050047,439.5442703732051,1500.787959687445,965.292531506238,1127.7466017581296,681.501026965002,1252.5286452151609,752.301319933752,1164.2017409182859,639.4142960079707,1220.3598524905515,687.6479843624629,Honda
110,5,1400.0108498998304,532.6251962886327,1865.0288264397043,895.4972736505536,1656.9936990209242,671.8955057368748,1731.9139565892835,716.2037637935155,1676.9014138646742,637.6303766475194,1720.7269753881117,658.4394663081639,ford
110,2,826.2793652050495,438.65178678783,1502.3372239206678,964.6262406032582,1127.2147289745808,681.3931808307988,1252.933509492159,753.56487272533,1165.4454113476277,639.9430923298222,1221.578529023409,688.7903671100956,Honda
111,5,1400.3424704654096,533.6467197465245,1859.852089091218,894.0318505859348,1652.6170828921674,671.9931705521885,1728.4603598697065,715.4081485795323,1672.1279929263471,636.8141162919346,1715.7541220767378,658.4741275834385,ford
111,2,825.6876089128932,438.7386801736015,1503.7971770582226,965.5605031700375,1126.7479726824245,681.045931150164,1254.0478384050807,754.8658774392266,1165.8858511003932,640.0641348855156,1221.4337331804713,688.0190909402031,Honda
112,5,1400.8789456976103,534.0218961676765,1854.138723670272,892.9310797580431,1648.7430814397978,670.276412769239,1723.113503803079,713.4014738043952,1667.7772000921416,635.3972547492194,1710.2139371526885,656.8053892096686,ford
112,2,824.3750148864362,436.27501429486216,1504.8201674037994,960.9744545924334,1127.9690700622175,682.054280652284,1254.1754604430769,753.031087292909,1165.8505092712019,638.309407605409,1222.7883449645612,688.7659810917371,Honda
113,5,1401.5820400003968,534.1022328541372,1848.299800216725,891.4761934448358,1644.369942832428,669.7246541187857,1718.0793239359436,713.8217763111685,1663.4435817484436,635.557997624645,1707.3756801371155,658.2839039967154,ford
113,2,824.1193685155024,435.5498016135792,1506.1875510571415,958.557974906242,1126.4023885350337,681.7131927268604,1254.8531941990962,753.3722503440479,1165.3885030369868,637.6859557883838,1222.9257344822993,688.7032439963916,Honda
114,5,1402.4679815808834,534.3286037543044,1842.7142205801522,889.895440338408,1641.3270666638912,672.1722011664137,1712.5046331922115,713.1648311712966,1658.432474378735,635.6024685003981,1701.3432562390865,658.2337780096755,ford
114,2,824.3473447528412,435.2950469851505,1507.0982288341306,956.8349465606098,1127.6157773700288,681.6288635134708,1255.9913877215913,753.869387805463,1165.812127467685,638.8792144656193,1222.732262965732,689.4839965701115,Honda
115,5,1403.0646720259508,534.3913659351977,1836.8291217579279,888.1728750979121,1637.3443503706774,671.6861809986742,1708.0923819868883,712.9269494312914,1652.7525534956774,635.1154717701586,1694.6668753950914,657.802346159807,ford
115,2,824.8197388203821,434.068791651606,1507.8937557547097,953.2087124339077,1128.9311584981165,680.5544483898873,1257.683966115304,754.2496388195748,1168.2661804707727,639.428151392817,1222.9883179219446,687.8370564221138,Honda
116,5,1403.887560541069,534.518826255405,1831.2195108890332,886.6323930637695,1634.6567103213424,671.1214568706393,1704.8656794375534,712.5560271831393,1651.1463038272018,635.873936423862,1692.8965632266159,658.1783874126315,ford
116,2,823.8095980695007,433.528203586842,1508.054117204525,950.2023552280755,1128.742306809735,681.5063682596935,1257.10534391911,755.5069938700451,1168.9560519269226,640.0365501444592,1225.6714449933288,688.922734836842,Honda
117,5,1404.0247902505612,536.077883916623,1824.5318654626758,886.7915955188703,1630.170023404858,672.0605041558808,1699.0627236001706,710.966311650998,1646.3940224282956,636.169680791623,1686.529154264233,656.8175766046113,ford
117,2,822.7291154337388,435.65121508964125,1507.8220126096896,953.3840454246013,1129.5130509806138,681.9127507341725,1259.6460465860825,755.9031376970631,1169.0305375528794,640.0934605730397,1225.9150590372544,689.0300755632741,Honda
118,5,1404.9568875278176,537.2426975703609,1819.007736346003,886.7206957483456,1625.0898678744973,670.7191532588374,1696.1977932895363,711.6874607539546,1644.1312649692238,636.3615940547359,1683.5037320102394,656.8780506587398,ford
118,2,821.7309790618326,437.4694559188749,1507.8834430514228,957.7846718480298,1129.360465145817,682.6283762069609,1258.799460507145,755.3045084091093,1168.1879492766764,639.1152536483671,1226.2286902434732,689.679432115164,Honda
119,5,1407.0393679621457,539.3841499615344,1814.774023014853,887.6404806278301,1619.9124300959347,670.4665169048938,1691.3805544855832,711.0027260113391,1636.624649334216,635.7294182110461,1677.8593142512082,656.9319023419055,ford
119,2,820.7537911825161,437.749603538389,1508.4150828955762,960.5722374730051,1130.837012618063,682.4069674299906,1258.7991403036099,755.3795473860453,1168.1844552450161,638.6831515120218,1227.160254805563,689.1688845442484,Honda
120,5,1407.9538569628985,540.9609175923528,1808.9667583296705,888.6312560286043,1616.6188960253985,670.3617659810246,1687.8844905078204,710.5155745747746,1632.9042353808672,635.5153456929387,1675.3788447558672,657.1556960347356,ford
120,2,820.4998749457955,436.84384342037515,1509.7402870355859,961.0714418457696,1130.3326386176705,683.6085071166642,1260.0271576606392,756.3450946410783,1168.3646210395455,639.9424914916642,1228.0093659125923,690.2672595580705,Honda
121,5,1406.6032696844786,541.3435268693543,1802.4528046294026,887.1079694730756,1614.0871106268614,669.7945766740418,1683.0460797430724,709.8134823136902,1628.7678357245177,634.6661892228699,1671.1773053290099,656.7478695207215,ford
121,2,820.7224140763842,436.34139681777526,1511.5179046464782,962.2182513362214,1130.2081318498217,683.4584775062518,1260.5276814103686,756.7084012123065,1168.7640095353686,639.3851132484393,1228.4258137345873,690.320583829494,Honda
122,2,819.7942536863434,437.0123857637893,1511.997354936867,967.435321565715,1132.6670869382965,684.090907492305,1260.6819184812653,755.350184836055,1169.4835542234528,639.7907518526565,1229.2220796140778,690.8076891085159,Honda
123,2,819.3528047271759,437.8822356001349,1512.9956527127822,973.879410712424,1131.524435586551,684.4694395796271,1260.6241365142853,758.5634794966193,1170.4145112701447,641.3744231001349,1228.0685945220978,691.177920414588,Honda
124,6,1415.763430772688,539.911053761566,1787.5092868696884,884.2522816282859,1602.3133727892896,670.4248324480894,1669.5403777941724,709.7208224383238,1619.6534454211255,635.8178301897887,1658.9440185412427,657.102704152191,ford
124,2,819.199348588422,437.85349245614935,1514.5062452122108,978.3228511059624,1130.903663773969,684.2061078125946,1260.903206010297,759.290443139743,1170.8431779341252,642.0792309815399,1228.4064103560002,690.0749737793915,Honda
125,6,1415.8088881459744,541.4462409980283,1784.4436265512181,885.4620812835003,1598.8311354604275,669.760617829083,1666.5477492299588,708.2648750312314,1733.9435927358181,703.3944984443174,1756.5759169545681,718.8870521552549,GMC
125,2,818.3609692614854,436.2211836854331,1515.0776637847516,978.7647794275986,1131.6075818103136,684.2451399842612,1262.2259289782824,758.8135909119956,1171.352576927501,641.4356459657065,1229.9221875232042,690.7523421326987,Honda
126,6,1416.979405605906,542.4664557279898,1780.4147810556572,885.485380468921,1596.3667652250467,670.8794806303335,1664.3272297025858,707.814905435021,1730.4918872953592,704.0773260893179,1752.6667530180155,718.7995703520132,GMC
126,2,818.4512490791628,433.85327141038164,1516.4897623153445,974.8455958871873,1133.2517861885378,686.0846556877254,1263.1111001533816,758.4725341056942,1169.6818093818972,641.0282134269833,1229.6476602119753,692.4863585685848,Honda
127,6,1423.130624066704,544.1397578001821,1778.4223238215845,883.5694133941785,1591.4937985051806,669.4657313109243,1657.8238918889697,707.7708918333852,1725.8553860295947,703.3090693236196,1748.116708051079,717.8745600462759,GMC
127,2,819.2064328824606,433.2115675570859,1518.0790107886453,973.5103814246571,1132.10618263832,684.7695662143125,1263.6205259000387,758.724293387164,1170.2898374234762,638.9592787387265,1229.74924904457,693.9299513461484,Honda
128,6,1429.9998620158487,545.4675876722816,1776.1046857708427,881.4566104702448,1590.2349084025675,669.6607563124184,1656.0366509562784,708.6094791517738,1722.6646874553019,703.2281314955238,1744.6172631388956,717.5352146254066,GMC
128,2,819.7049653985545,431.6954362799212,1519.8469159380106,969.8023318559916,1134.1686189630077,686.4610460211321,1265.2713411309765,759.8021867682024,1172.316903875117,641.1499193121477,1231.8963716485546,693.4888017584368,Honda
129,6,1431.8444000598047,545.6036746200335,1770.3701516973138,878.3103560066662,1587.5010162707422,669.6473834213031,1652.712884556875,707.3351504501117,1601.982888829336,633.8219973739398,1643.9244476672266,657.3412310775531,subaru
129,2,820.0660837760176,429.94414191882623,1523.0126278430514,966.3971345038622,1132.7963083853926,684.9048505369904,1265.9847849478926,762.5515943114044,1172.3575876822676,641.9018903319122,1231.048108922502,693.7405286375763,Honda
130,6,1434.1740455501588,546.0984074658854,1765.6743021007449,875.5668290807512,1583.0946388118775,668.8423802442057,1648.9918708675416,707.4118992871745,1598.0162238948853,634.2252232617839,1637.4996223323853,655.6229130811198,subaru
130,2,819.4998426046265,429.4947872232949,1524.829520002253,965.5253630668726,1132.2374829854857,683.1296444010293,1266.8499402608763,760.952337272123,1173.786646803845,640.4982509684121,1231.5981092061888,691.8053951334512,Honda
131,6,1435.3829516747237,546.4158446438131,1761.3099656023355,872.7352589048334,1579.2785815575362,668.5176512844381,1645.2091235497237,707.6761901027975,1711.1678943016768,702.6947905666647,1733.142534194255,716.5732390529928,GMC
131,2,818.1435788008591,429.72290802892485,1525.87935318204,965.9182915280594,1133.2214901778123,685.4410324185733,1266.5233700606248,760.853065499628,1173.8306515547654,642.0204238980655,1231.4488156172654,692.8034134000186,Honda
132,6,1436.955524175631,546.7088172331286,1757.2483413972852,870.1689664561223,1578.0110203914512,670.5513007536364,1641.9127843074668,706.6981360807848,1592.871570318209,634.208176363988,1634.3292882137168,657.5554053678942,subaru
132,2,817.43464817979,431.2316233180414,1527.1509207524398,969.1965110903304,1133.5340744493212,686.211756374682,1266.3039413926806,760.2157541774163,1173.0163742540087,640.5832926295648,1233.67830052354,693.697596218432,Honda
133,6,1438.311485877116,547.3837153574395,1752.320852906269,868.6085086784742,1574.1895223761394,669.4765345713067,1637.7891927862956,705.7825648447442,1703.959465613444,701.8755824228692,1725.432610144694,715.9490840097833,GMC
133,2,817.0455771920904,431.46147940232714,1528.2376144516495,971.0293997166771,1133.6298972604498,686.7017748124833,1266.4552756784185,761.274681306624,1173.0916892526373,640.754417634749,1233.569167279981,694.0662157304521,Honda
134,6,1438.3344418314014,546.7193699702011,1747.8297261089115,865.1902330287242,1571.7666165140186,668.9859333857285,1634.5182644632373,706.161722265123,1585.8018032815967,634.2811604365097,1626.281356504253,658.1211338862167,subaru
134,2,817.1846718316556,430.8045892897077,1529.4653495475045,970.973450830022,1133.2439674859525,686.3209009352155,1268.0626320367337,761.8980035963483,1173.18818135314,640.8193750563092,1234.2203163629056,694.6364984693952,Honda
135,6,1439.9788977840599,547.2479430660287,1744.5445507113532,863.2693428745665,1567.9982917049583,669.1048766597787,1633.1726844051536,705.0524779781381,1581.4947211483177,633.8733474239389,1622.4493262508568,656.7136794551889,subaru
135,2,815.9965486895751,432.61695925062645,1529.7746542185994,975.6119852530501,1135.2062960040282,685.7456671363686,1268.3254671466063,763.012100852189,1174.6584749591063,640.2351538307046,1236.09493736145,694.0751501685952,Honda
136,6,1441.2720805331348,548.4745658373758,1741.1918887638442,863.326430580327,1565.3799601718067,668.7844642138407,1628.3497935458302,705.674074504368,1579.381501309502,634.4709647631571,1619.458176724541,657.3568595385477,subaru
136,2,815.5262965318235,432.3406673801451,1530.4652681870616,977.7581306865266,1136.7693995591671,687.7975307834654,1268.4483851548703,761.1281124485045,1174.7788294908078,641.2328487766295,1236.2137660142453,695.0060726535826,Honda
137,6,1442.1864077614052,549.017458453337,1737.0015547728578,862.1401568951246,1562.8541171119912,667.3764290954268,1624.6554476783974,704.6926446105635,1575.351904587577,633.1711754943526,1615.0289523170693,656.8697228576339,subaru
137,2,815.1336113052536,431.5226330268356,1530.9927543476438,980.2412786570262,1136.4822441177535,687.4473156440231,1268.6415153579878,762.0453686225387,1172.859319313066,640.9642986762497,1234.356176002519,694.4176830756637,Honda
138,6,1443.9477001237942,550.2576097247062,1733.934971798591,861.692317995676,1560.6982036638333,667.6431306597648,1621.9032512712552,704.7475999590812,1572.1457439470364,632.6871904131827,1612.5353618669583,657.2632173296867,subaru
138,2,814.8660668580173,431.42761498385795,1531.7536805506788,984.3912806186686,1137.484383508408,687.637118157686,1270.009072229111,762.5556972592485,1174.7396935670017,642.123934563936,1235.5111779420017,694.4309108822954,Honda
139,6,1443.5634814311366,550.4110983581975,1729.5781095733578,860.4822018177106,1557.903302292953,667.900348541303,1618.9844561625819,704.6779135437444,1570.3279467631678,632.6692999573186,1610.0217944194178,657.150592681928,subaru
139,2,814.7004238765214,432.4936668037327,1532.491143338654,991.1251593411811,1134.8348843257402,685.7963096259983,1270.0319058101152,765.9055320381077,1176.3180386226152,642.3275901435765,1236.8264309565996,693.7165671943577,Honda
140,6,1444.1791417137613,551.2483752829822,1726.371403426814,860.3452162813047,1554.2087666527261,667.9006961447986,1616.6951481834878,703.7996753318104,1565.8318516746988,633.0894626242908,1606.1925999657144,656.1453097922596,subaru
140,2,814.7548175430078,431.97854057978833,1533.0240619284282,995.0014935326637,1135.6668353652735,686.6754857702181,1270.5923419570704,766.0677129430696,1177.2210040664454,643.0876714391634,1235.7449908828517,693.313898245804,Honda
141,6,1444.2070591721078,551.9334224568079,1722.9344963881683,860.0237224121083,1551.6525013718149,668.5414699421594,1614.028607634022,704.5507320271204,,,,,[None]
141,2,815.0821315178077,431.1446478718744,1533.8991987450913,997.8568493938433,1134.7262965568702,685.637949263476,1269.784859789292,765.5794012898432,1176.6372767814796,641.7209265583979,1236.2290736564796,693.5146429890619,Honda
142,6,1443.9117016867337,552.3663031635112,1719.3827956349608,859.2363797255937,1549.0937848166166,667.6442191181011,1611.8417248800931,704.3412787494487,,,,,[None]
142,2,816.1412194470807,429.98758596947243,1535.2372569662957,999.6351858912268,1135.9201806287215,686.4763555007224,1270.738173792784,767.2052068190818,1177.1156762341902,642.8770055251365,1236.9980920056746,695.4165105300193,Honda
143,6,1443.161128661434,552.5732068000848,1716.056377466805,858.2149121714847,1546.4866062615317,666.9132565437371,1607.6463886711997,703.8035229621942,,,,,[None]
143,2,815.898491754469,431.1908597926988,1535.7272725398066,1006.1816739963981,1135.486901178297,686.8441495876207,1274.184410943922,766.3360624294176,1177.5898064517346,642.4035978298082,1238.1708306216565,695.5505094509019,Honda
144,6,1444.5681787676356,552.6104586228031,1714.0104404535357,857.0104290216683,1543.9034143633387,667.7613146408695,1605.3256708330653,703.19953943335,,,,,[None]
144,2,816.3774673838541,431.3004977996204,1537.1507765299204,1010.8166805042972,1135.1272537608072,687.8098972136829,1273.4496719736978,767.694937496886,1176.974604835026,642.281363278136,1237.9157059092447,695.714224606261,Honda
145,6,1444.1317806492302,552.6228622109456,1710.3118984025687,855.2880692070498,1540.813718820617,667.8894942910238,1602.4153194675896,703.0095657021566,,,,,[None]
145,2,815.9390565291865,431.6770876425525,1537.932721837879,1016.3697135391678,1136.536590708874,689.3818300741932,1271.9024964705927,765.6743105429432,1177.143798960827,640.9172762411854,1237.784637583874,697.2722109335682,Honda
146,6,1444.3806160980132,552.9510113011465,1707.5012420435871,855.0542830026575,1539.879120736685,667.3571926365958,1599.87301722106,703.8492351780997,,,,,[None]
146,2,815.2108451661395,430.732563827195,1538.5864611265176,1019.6513128670235,1134.6001579102801,690.1220291592263,1272.5440666016864,767.4683426357888,1175.6620475587176,642.2742508389138,1236.4909354981708,697.3845108486794,Honda
147,6,1443.8787806682844,553.7610629546951,1703.98117719731,855.0474036504723,1537.8986094646712,667.1412127960037,1598.0081599407454,702.9537204253983,1547.220600431468,633.3034823882889,1587.4855006389876,656.5250934112381,subaru
147,2,813.717602269759,429.7510718851315,1538.7843341396028,1022.4822834305226,1136.2713742424153,689.1100196390378,1272.509350316634,768.6569861917721,1176.8755917717122,643.3873939066159,1239.101604955306,698.0488318948971,Honda
148,6,1444.9066544992631,554.0851457384681,1701.6819040930952,855.2060298804622,1534.4313127023881,666.5214784411048,1595.0288468820756,702.1608598497962,,,,,[None]
148,2,812.4864828066254,429.3153196661247,1538.9317321105111,1025.7451719170706,1135.9349691347504,689.8131834356559,1272.749574847641,767.5862852422965,1176.925600238266,643.6408964483512,1238.1945211367035,697.6925779669059,Honda
149,6,1446.3340146141059,552.8500846459201,1699.620456864981,852.8383132020656,1531.3534390525824,667.3655189110568,1592.5565945701605,702.993608815842,,,,,[None]
149,2,811.7477775464145,427.69105852966175,1539.026517403216,1026.2974504657004,1135.7284599194613,689.2877687347399,1272.7172294507113,768.8968690765367,1176.9562431225863,643.0850099456774,1239.059423054227,698.2928651702867,Honda
150,6,1447.3396343255981,553.365693239748,1697.2432093260736,852.133878979982,1529.739879992102,666.1129695459003,1589.6915477777466,702.3015910668964,,,,,[None]
150,2,811.5878913707844,427.42240101681637,1539.73735688344,1028.5955463857194,1135.4763801403155,690.1453014074414,1272.6054694957843,769.9131541906445,1176.8525398082843,644.1032481847851,1238.6749275035968,699.088569229707,Honda
151,6,1447.6576271431445,553.8922090497078,1694.4767270953685,851.6903258634984,1528.2989845650195,667.0092363324227,1587.3858375923633,702.3484773602547,,,,,[None]
151,2,810.2841218045404,426.5702389365164,1539.7926914368882,1029.2972228810663,1134.859408669775,690.5868099814383,1272.1475861600093,769.9479855185476,1176.2044709256343,644.5052822714773,1238.6557648709468,699.6102779990164,Honda
152,6,1447.7162543310358,553.0502817919627,1692.1402288656861,850.1294985276594,1525.5457983984186,665.415363579072,1585.9852667822076,701.3807719042674,,,,,[None]
152,2,809.6410500517292,426.11426027163304,1539.6741685071188,1030.3235767006086,1134.7904030790728,690.8699365411643,1272.2384926786822,770.2663903985862,1176.2474343290728,644.6124139581565,1238.7134987821978,699.2487207208518,Honda
153,6,1447.5144090494514,553.3437394883274,1688.6738147039105,849.9566206913935,1522.8931169351936,666.0678910996555,1583.4356584390998,702.0022630478977,,,,,[None]
153,2,809.25889345254,425.3991597400834,1539.670847184266,1030.0121574899938,1133.3859686478525,692.994038890474,1270.954236470118,769.0540364490678,1175.5182928666025,644.4142659412553,1238.0410284623056,699.5308125721147,Honda
154,6,1447.3544546851422,552.4533784632185,1686.3156865264118,848.544089561341,1520.027603794029,667.0470903162459,1580.0266348609234,701.4563234095076,,,,,[None]
154,2,808.7141964769598,425.65125192227606,1539.4150821038052,1031.6539267373394,1134.0845272875067,690.5744696957136,1270.987664494538,770.6415168148542,1175.5464108324286,644.3003608089948,1237.759667668366,699.5924445492292,Honda
155,6,1447.1864157888178,552.6100465350099,1683.8393608873664,848.0514689336991,1518.7206336232905,667.1645433001466,1577.8365164968257,701.391067653174,,,,,[None]
155,2,808.0077263935293,425.638522396453,1539.1428574379136,1033.2090716527532,1133.327733717748,691.4204743007499,1270.0302178486074,771.6167633632499,1174.2319695575918,645.2201264003593,1236.8915154560293,700.1243317226249,Honda
156,6,1446.495002464744,552.7655370884162,1681.119462964043,847.4319143106642,1517.1294858021463,666.6580084018927,1576.0074231190408,701.5126379184943,,,,,[None]
156,2,807.4960887484243,425.6379932767991,1539.0194483902678,1034.433225467718,1133.183466678112,692.0509876615647,1269.8426158480338,770.5873951322678,1173.7708079867057,645.0728077299241,1236.6101939730338,700.6665577299241,Honda
157,6,1446.3630390509818,553.2748630157635,1678.9612140447423,847.49328301728,1515.4440784796927,666.3824985138103,1573.8269443854545,700.3998477569744,,,,,[None]
157,2,806.7133166827393,424.85306027378147,1538.5454761834962,1034.0892238465733,1132.5647265948487,692.6116357132346,1269.3517749346925,771.0486169144065,1173.4787890948487,645.6030755325705,1236.33602786438,700.8988976761252,Honda
158,6,1445.4563305956428,553.5367306631719,1676.4518652262316,847.4987308870337,1513.8423169237678,666.0402554434453,1572.1775067431038,700.2426175039922,,,,,[None]
158,2,805.8366163662831,424.14299609259234,1537.9163170465226,1033.246656102608,1130.8334425381581,692.3798430164204,1268.3286207608144,770.4592192371235,1172.9339064053456,644.4797423084126,1236.0839308194081,700.017202635561,Honda
159,6,1445.1317882405954,553.9238410303027,1674.0787964060912,847.66568403504,1511.9882030355172,664.4071250268847,1569.2086238729196,700.7149634668261,,,,,[None]
159,2,805.1480412443045,422.8426282074954,1537.28670198035,1030.3672828306974,1129.3530888517264,692.6138684418704,1268.2891240079764,770.6523205903079,1171.4793095548514,644.9661328461673,1234.317841048992,700.4722058442142,Honda
160,6,1444.502108818267,553.6094229247192,1671.7471521274701,847.1314070321075,1510.996234184478,664.9726736571411,1567.4711258470757,699.7511465575317,,,,,[None]
160,2,804.4428411797373,421.89273453322863,1536.730932918599,1028.7464151068236,1130.828034050831,691.7953834590098,1267.9690557793467,769.223880773463,1170.9932257012217,644.5751686152598,1233.0841986016123,699.3707313594005,Honda
161,6,1441.9618799948958,553.2951681130388,1668.492998881407,846.9619310863671,1509.6985438132551,667.3450109475115,1565.8377115988997,698.5972768776872,,,,,[None]
161,2,804.2324096943248,422.5090778740994,1536.2667766745462,1028.806238320106,1127.9921448017467,692.3824604424588,1267.1709778095592,770.2247455987088,1170.1215088154186,645.2596729668728,1230.9671509052623,699.8430927666775,Honda
162,6,1440.4642509817106,552.8383022102947,1666.22236387704,846.5563235839462,1507.5819649099333,667.6808467659588,1563.428438603781,698.9293666634197,,,,,[None]
162,2,804.3245182624871,422.1048637146976,1536.0638666347593,1025.8152047347003,1127.5287113777215,691.7631278748538,1266.4925175300652,770.1173454041507,1169.9229984870965,644.7637992615726,1230.0596562019402,699.2961784119632,Honda
163,6,1439.464771535198,552.9415684779391,1664.5540613254057,846.2257139966097,1505.4098856709402,665.7306614955172,1561.2133906147878,699.149301632236,,,,,[None]
163,2,803.7639215792087,423.22638281193514,1534.6518968332184,1024.2861138935436,1125.5240839327244,690.9859653314663,1265.33063300499,771.2435947259976,1169.2182977999119,645.5114780267788,1228.85114081749,699.1920200189663,Honda
164,6,1438.2475365023977,553.1874725541882,1662.5939018312763,846.2397949628355,1503.2263649325735,665.2140762529186,1559.4036262851125,698.1869232377819,,,,,[None]
164,2,803.1427342170305,423.97105208979804,1533.9669059500366,1023.5467860942546,1124.1215245002336,690.9291819726105,1264.741000818593,771.322614589798,1167.0648228400773,646.1874369774933,1226.7759739631242,700.067731777298,Honda
165,6,1439.4342946085371,554.0132805849717,1661.8692270468373,845.9904617823506,1502.557181266252,663.8900429751084,1558.9135350260176,698.2113091494248,,,,,[None]
165,2,802.8862767543003,424.8602494432719,1532.676128377939,1026.2061375715568,1124.0905003871128,691.6764725878031,1262.9267735804722,770.10344402335,1166.4431615199253,644.5833329393656,1227.0349583949253,699.8989762499125,Honda
166,6,1435.9263566171649,553.6841325377542,1658.265473134733,845.3547072907173,1500.4269593393328,666.5442170714456,1556.8752015268328,697.690937957676,,,,,[None]
166,2,802.1194056542524,423.8551677337611,1531.0349749875188,1025.2127623837448,1121.324636367143,690.3803752532924,1260.5840052636274,767.6951945892299,1164.8569544823774,644.1265910736049,1223.6378077538618,698.3379558196987,Honda
167,6,1435.6055201543622,554.422809136732,1656.464226559196,844.8102080539443,1498.9482974065595,664.8191104062632,1555.1619013799482,698.0245700009898,,,,,[None]
167,2,799.7062701708087,422.88230364694493,1527.3356315915967,1019.799801803557,1121.1653766161212,690.7034401215543,1259.4017657762774,770.4652199067106,1163.6955279833087,645.7689766205777,1224.2747516161212,699.0881447113981,Honda
168,6,1433.18756312277,554.6381188268917,1653.790940935041,844.57490160051,1497.269739331266,664.3177300329464,1552.7563344850746,698.4619713659542,,,,,[None]
168,2,798.4127051676121,421.3473028729795,1524.7054614069204,1011.8593887778882,1119.9694373453465,688.7833380292295,1256.3717505777684,769.4933905194639,1162.2537085855809,645.3211798261045,1222.726425870737,696.7285589764952,Honda
169,6,1431.344042405498,554.595131237684,1651.781501785366,843.6986570817535,1495.0734850019335,665.675827343641,1551.650553330791,697.8526843382699,,,,,[None]
169,2,797.0171226247949,421.9592135384958,1520.7017662018043,1007.3298772146477,1116.5072349294824,689.5391695931833,1253.6051353201074,767.713424964277,1159.3507102712792,644.947296424238,1219.1893333181542,695.546188636152,Honda
170,6,1428.1087019886893,554.4177574034338,1649.0124457898944,843.4946863067464,1492.7453902211112,663.9305366392737,1550.6123259510916,698.3157676573401,,,,,[None]
170,2,797.8968574225701,423.9023688698185,1519.76619215123,1009.6123630413194,1117.8440620124138,688.7085212135685,1252.8823005378044,768.6970160866153,1160.141242188195,645.3318580055607,1218.1085883796013,696.5604804420841,Honda
171,6,1425.5831287765297,554.013253853827,1646.7653562005232,842.7270110078344,1491.7000568771157,665.4237610559754,1549.5813892745766,697.8839661341004,,,,,[None]
171,2,797.4417609680493,424.5619463959429,1516.8090574150453,1007.823711415049,1115.6288337219555,688.905726913521,1250.5281562317211,767.859096054146,1157.9682502258618,645.4233813324663,1216.4401435364086,696.541713241646,Honda
172,6,1423.3354386197968,553.7138923515292,1645.1991786822166,842.2039151353863,1489.0312088834687,664.7745918144199,1548.9397934781953,699.1855567802402,,,,,[None]
172,2,797.0859718589993,425.169486933007,1513.8467393950616,1005.0000538639968,1113.5111427574368,687.4139022162101,1248.4837074547024,766.5953597357413,1155.950901058218,644.2297286322257,1215.549045589468,695.5323714544913,Honda
173,6,1420.9513682182433,553.4386741706751,1643.903590544871,841.3371552261667,1489.0565241630675,665.4975807258509,1547.6335581596495,698.0605156013391,,,,,[None]
173,2,796.9683028196997,424.24065724244457,1510.2135585655606,999.7298419633139,1111.487193200559,688.5255693518195,1247.044077966184,766.8862566076789,1153.4758711790746,644.0662798010383,1212.7800703978246,695.9787248693976,Honda
174,6,1419.0446051097524,553.767571522802,1642.8049479722172,841.3022399070742,1486.3256720042837,665.2966089983879,1545.8486212230337,698.5120936175285,,,,,[None]
174,2,796.7399979289706,422.86197668930504,1507.3738544487073,994.9686147864845,1111.0436173137364,689.700843876805,1244.8741532024083,765.3064346971175,1152.0428848918614,644.7193527879379,1212.3172684367833,698.1291275682113,Honda
